source,metabolite,comparison,direction,log2fc,control_mean,disease_mean,p_value,fdr,priority_score
sFig6A Raw data.xlsx,PE(40:1),PH-mk_vs_Control-mk,down,-49.47319335712327,781475.1666666666,0.0,,,968.4794336731759
sFig6A Raw data.xlsx,ceramide(d18:1/18:1),PH-mk_vs_Control-mk,down,-47.32525575945354,176328.1033333333,0.0,,,824.7803495605361
sFig6A Raw data.xlsx,Gibberellin A14 isomer,PH-mk_vs_Control-mk,up,47.1097278632252,0.0,151859.22333333336,,,810.8707501160227
sFig6A Raw data.xlsx,PG(16:1/20:5),PH-CD41_vs_Control-CD41,down,-41.687991869893715,3542.713333333333,0.0,,,491.54503759302133
sFig6A Raw data.xlsx,SM(d18:1/24:0),PH-mk_vs_Control-mk,down,-9.819000353536092,4356564.04,4823.1466666666665,,,216.555692809472
sFig6A Raw data.xlsx,SM(d18:1/20:0),PH-mk_vs_Control-mk,down,-7.9086584260392305,6944896.833333333,28901.63333333333,,,179.74420868577047
sFig6A Raw data.xlsx,DAG(40:7),PH-mk_vs_Control-mk,down,-7.590108684649294,817199.73,4241.093333333333,,,149.07224664397484
sFig6A Raw data.xlsx,PC(18:0/20:2),PH-mk_vs_Control-mk,down,-6.170330330484144,6525028.166666667,90599.93333333333,,,139.6811793891095
sFig6A Raw data.xlsx,ceramide(d18:1/16:0),PH-mk_vs_Control-mk,down,-6.279252713838097,2944431.9166666665,37910.37666666667,,,134.9383677400436
sFig6A Raw data.xlsx,PE(18:0/18:0),PH-mk_vs_Control-mk,down,-6.05615511808565,2479164.1666666665,37258.12,,,128.64135236868847
sFig6A Raw data.xlsx,PC(18:0/20:3),PH-mk_vs_Control-mk,down,-4.894297117622519,43358278.666666664,1457947.1866666668,,,124.16735947281747
sFig6A Raw data.xlsx,Raffinose,PH-mk_vs_Control-mk,up,7.0165201121758685,1458.3533333333335,188819.03666666665,,,122.97610863614034
sFig6A Raw data.xlsx,1-Tetradecanesulfonic acid,PH-CD41_vs_Control-CD41,up,5.814834601394574,33557.96666666667,1889014.42,,,121.23466729380817
sFig6A Raw data.xlsx,PC(18:2/19:0),PH-mk_vs_Control-mk,down,-5.639913164243617,2641615.5,52976.90333333333,,,120.31620891179078
sFig6A Raw data.xlsx,PC(20:4/20:0),PH-mk_vs_Control-mk,down,-4.863549586733087,18867912.0,648111.2066666667,,,117.54922867063188
sFig6A Raw data.xlsx,15-deoxy-delta-12-14-PGJ2,PH-mk_vs_Control-mk,up,4.846919218413628,86255.87,2482314.0833333335,,,102.96434004622915
sFig6A Raw data.xlsx,phosphate,PH-mk_vs_Control-mk,up,3.4180422038930645,8498040.166666666,90834746.66666667,,,90.36189630657456
sFig6A Raw data.xlsx,PI(34:0),PH-mk_vs_Control-mk,down,-4.0772601405647775,3527918.8733333335,208997.44999999998,,,88.6819833633186
sFig6A Raw data.xlsx,PE(P-16:0/20:4),PH-mk_vs_Control-mk,down,-3.5658548172014437,20475104.0,1729007.4166666667,,,86.60522644870369
sFig6A Raw data.xlsx,Carnosic acid,PH-mk_vs_Control-mk,up,4.290506640845637,20658.983333333334,404278.03,,,79.91065120623045
sFig6A Raw data.xlsx,PC(P-36:2),PH-mk_vs_Control-mk,down,-3.045684237968014,50293404.0,6090721.166666667,,,77.92037710361515
sFig6A Raw data.xlsx,SM(d18:1/16:0),PH-mk_vs_Control-mk,down,-2.7510145398168078,303691578.6666667,45112288.0,,,77.51817481971557
sFig6A Raw data.xlsx,Urocanic acid,PH-mk_vs_Control-mk,down,-3.948258645566797,758646.4166666666,49146.78666666666,,,77.12161257940647
sFig6A Raw data.xlsx,15-keto-Prostaglandin E2 isomer,PH-mk_vs_Control-mk,up,4.07510531045763,27384.493333333336,461565.8233333333,,,76.67791505516514
sFig6A Raw data.xlsx,Retinoic Acid,PH-mk_vs_Control-mk,up,3.4361579018870074,388707.19999999995,4207355.25,,,75.61087659146038
sFig6A Raw data.xlsx,tryptophan,PH-mk_vs_Control-mk,up,4.034696668047187,23488.033333333336,384956.25,,,74.86112859522899
sFig6A Raw data.xlsx,DAG(38:6),PH-mk_vs_Control-mk,down,-3.9391096807125563,479812.53,31281.056666666667,,,74.33932819141525
sFig6A Raw data.xlsx,PS(40:8),PH-mk_vs_Control-mk,down,-4.007250846418686,269714.82666666666,16772.666666666668,,,72.29513572288836
sFig6A Raw data.xlsx,4-Oxoisotretinoin isomer,PH-mk_vs_Control-mk,up,3.592139399955298,74600.95333333334,899675.8966666666,,,71.04909563881645
sFig6A Raw data.xlsx,4-Gingerol isomer,PH-mk_vs_Control-mk,up,3.4459065022970163,84708.87666666666,923102.9566666667,,,68.2845436316325
sFig6A Raw data.xlsx,2-(alpha-D-Mannosyl)-D-glycerate isomer,PH-CD41_vs_Control-CD41,up,3.815394296917444,13425.519999999999,189007.59,,,66.8765833114203
sFig6A Raw data.xlsx,inosine,PH-CD41_vs_Control-CD41,up,3.815394296917444,13425.519999999999,189007.59,,,66.8765833114203
sFig6A Raw data.xlsx,C22:3,PH-mk_vs_Control-mk,up,3.4868955916424915,38425.55333333334,430804.5633333333,,,65.26309975970196
sFig6A Raw data.xlsx,citrate/isocitrate,PH-mk_vs_Control-mk,up,3.095246214232963,221355.51,1891700.12,,,64.53976109585331
sFig6A Raw data.xlsx,Glucose,PH-mk_vs_Control-mk,up,2.766331697139766,1137404.1666666667,7738622.0,,,63.303753747103464
sFig6A Raw data.xlsx,CMP,PH-CD41_vs_Control-CD41,up,3.650712333939249,12347.089999999998,155073.83666666667,,,62.94779103414841
sFig6A Raw data.xlsx,cystine,PH-mk_vs_Control-mk,up,3.0576971406392466,129764.98,1080478.33,,,61.286157766959924
sFig6A Raw data.xlsx,pyridoxine,PH-mk_vs_Control-mk,up,3.028729382605895,121057.18333333333,987936.3333333334,,,60.314298668274894
sFig6A Raw data.xlsx,methionine,PH-mk_vs_Control-mk,up,3.25637986649744,33984.19333333333,324746.87666666665,,,59.620930567576046
sFig6A Raw data.xlsx,Cholesteryl sulfate,PH-mk_vs_Control-mk,down,-2.4262388314964833,13147820.0,2446150.0,,,57.376473216337956
sFig6A Raw data.xlsx,Pyruvaldehyde,PH-mk_vs_Control-mk,up,2.7567233178532256,253450.80000000002,1712971.2533333332,,,57.086420407681906
sFig6A Raw data.xlsx,tyrosine,PH-mk_vs_Control-mk,up,2.978409292049606,71873.81666666667,566449.56,,,56.92213878185053
sFig6A Raw data.xlsx,Thiamine,PH-mk_vs_Control-mk,up,2.746424803856504,210122.28666666665,1410030.04,,,56.10203101315889
sFig6A Raw data.xlsx,isoleucine,PH-mk_vs_Control-mk,up,2.480309237877108,996431.6266666666,5560258.5,,,55.575596553864884
sFig6A Raw data.xlsx,cysteine,PH-mk_vs_Control-mk,up,3.337295232096818,9359.19,94594.14,,,55.1637495998621
sFig6A Raw data.xlsx,glutamine,PH-mk_vs_Control-mk,up,2.3526478827283483,1294475.4133333333,6611673.333333333,,,53.30296492767857
sFig6A Raw data.xlsx,acetoacetate,PH-mk_vs_Control-mk,up,2.6326884152183165,190921.77000000002,1184059.7933333332,,,53.11530945078851
sFig6A Raw data.xlsx,SM(d18:1/18:1),PH-mk_vs_Control-mk,down,-2.244677067080307,8323690.833333333,1756308.54,,,51.602414477759794
sFig6A Raw data.xlsx,valine,PH-mk_vs_Control-mk,up,2.3760939083431203,651306.1266666666,3381120.9166666665,,,51.53526854754571
sFig6A Raw data.xlsx,phenylalanine,PH-mk_vs_Control-mk,up,2.3606375541865616,589640.23,3028376.1666666665,,,50.82479439153834
sFig6A Raw data.xlsx,DAG(40:8),PH-mk_vs_Control-mk,down,-2.856201246363025,205127.11333333337,28328.319999999996,,,50.40100047973746
sFig6A Raw data.xlsx,2-O-Ethyl ascorbic acid isomer,PH-mk_vs_Control-mk,up,3.2306012398734323,5000.38,46936.52,,,50.133936723324865
sFig6A Raw data.xlsx,AMP,PH-CD41_vs_Control-CD41,up,2.4852215706779317,173313.50666666668,970417.5633333334,,,49.4267019950796
sFig6A Raw data.xlsx,3-Methylglutaconic Acid,PH-mk_vs_Control-mk,up,2.6066421306586527,79324.46,483152.9033333333,,,49.218938087286205
sFig6A Raw data.xlsx,leucine,PH-mk_vs_Control-mk,up,2.158909716503946,1147147.96,5122901.666666667,,,48.11892409300984
sFig6A Raw data.xlsx,UMP,PH-CD41_vs_Control-CD41,up,2.7339629312100397,25758.296666666665,171364.94666666666,,,47.53465050228399
sFig6A Raw data.xlsx,Nonoxynols isomer,PH-CD41_vs_Control-CD41,down,-2.15242555881597,4275742.166666667,961760.3133333334,,,47.41307868467914
sFig6A Raw data.xlsx,deoxyribose-phosphate,PH-mk_vs_Control-mk,up,2.122092600748516,1005392.0433333333,4376722.083333333,,,46.816375457323474
sFig6A Raw data.xlsx,prostaglandin E2,PH-mk_vs_Control-mk,up,2.609946220320914,38380.323333333334,234304.55333333332,,,46.55630321166149
sFig6A Raw data.xlsx,PG(16:1/16:0),PH-mk_vs_Control-mk,down,-2.055409327133475,5647640.166666667,1358711.2066666668,,,46.10122181500096
sFig6A Raw data.xlsx,Canrenone,PH-CD41_vs_Control-CD41,up,1.9402127699019684,3240566.25,12436069.666666666,,,45.72698769181597
sFig6A Raw data.xlsx,lysine,PH-mk_vs_Control-mk,up,2.256921532048636,255902.58666666667,1223138.8333333333,,,45.639823625601316
sFig6A Raw data.xlsx,Raffinose,PH-CD41_vs_Control-CD41,up,3.0186719789069736,3946.7166666666667,31985.03,,,45.17489200758048
sFig6A Raw data.xlsx,Hydroxymethylphosphonate,PH-mk_vs_Control-mk,up,2.422212215437658,50111.65666666667,268594.61000000004,,,43.68478187700346
sFig6A Raw data.xlsx,arginine,PH-mk_vs_Control-mk,up,2.112262440393281,287938.20999999996,1244955.0,,,42.76837874481067
sFig6A Raw data.xlsx,Fucose 1-phosphate,PH-mk_vs_Control-mk,up,2.2079406620853197,118150.28000000001,545872.3833333334,,,42.079389801403075
sFig6A Raw data.xlsx,C24:0(Lignoceric acid),PH-mk_vs_Control-mk,down,-2.046229497894151,1518340.3766666667,367614.5433333333,,,42.01740903432645
sFig6A Raw data.xlsx,Nonoxynols isomer,PH-mk_vs_Control-mk,down,-1.958850860777734,2843747.0833333335,731506.3533333334,,,41.996513172779956
sFig6A Raw data.xlsx,Pyroglutamine,PH-mk_vs_Control-mk,up,2.1836167326651905,134390.81333333332,610525.3733333334,,,41.968445616213565
sFig6A Raw data.xlsx,glucosamine,PH-mk_vs_Control-mk,up,2.2951969352345136,56557.85333333333,277597.8133333333,,,41.50322421290144
sFig6A Raw data.xlsx,Wedelolactone,PH-mk_vs_Control-mk,down,-2.28182106978026,235592.88,48446.85333333333,,,40.72124769178779
sFig6A Raw data.xlsx,Jasmonic Acid isomer,PH-mk_vs_Control-mk,up,2.060375300148437,166438.8533333333,694207.79,,,39.981603523541295
sFig6A Raw data.xlsx,Retinol isomer,PH-mk_vs_Control-mk,down,-2.1320229559520643,351287.06000000006,80141.83666666667,,,39.27675587496569
sFig6A Raw data.xlsx,IMP,PH-CD41_vs_Control-CD41,up,2.297473107500912,27981.596666666668,137556.40333333335,,,39.217117570661465
sFig6A Raw data.xlsx,GMP,PH-CD41_vs_Control-CD41,up,2.2609100582264046,32513.303333333333,155834.22333333336,,,38.99993394626306
sFig6A Raw data.xlsx,threonine,PH-mk_vs_Control-mk,up,2.033184692661513,143087.50666666668,585667.73,,,38.955260282230235
sFig6A Raw data.xlsx,Cysteine-glutathione disulphide,PH-mk_vs_Control-mk,up,2.2841489762915437,15844.123333333335,77173.03333333334,,,37.08504964640137
sFig6A Raw data.xlsx,Abscisic Acid,PH-mk_vs_Control-mk,up,2.098313720357539,47135.10666666667,201836.57333333333,,,36.97823697702417
sFig6A Raw data.xlsx,Phenylacetic acid,PH-mk_vs_Control-mk,down,-1.914330341031613,556678.4366666666,147684.03333333333,,,36.537841678012306
sFig6A Raw data.xlsx,lactate,PH-mk_vs_Control-mk,up,1.533822268246779,4748144.666666667,13748346.0,,,36.37115140624612
sFig6A Raw data.xlsx,Indole-3-acetamide,PH-mk_vs_Control-mk,up,1.7560091607522574,363132.52,1226525.4766666668,,,35.51729932493295
sFig6A Raw data.xlsx,C20:0(Arachidic acid),PH-mk_vs_Control-mk,down,-1.5117808612677741,11639445.0,4081698.1666666665,,,35.48530507531756
sFig6A Raw data.xlsx,N-Acetylputrescine,PH-mk_vs_Control-mk,up,1.8600643729149169,141731.37000000002,514518.68999999994,,,35.29075351731735
sFig6A Raw data.xlsx,Carnosic acid,PH-CD41_vs_Control-CD41,down,-1.6615212705370646,1023171.5233333333,323430.3,,,33.17163745931785
sFig6A Raw data.xlsx,hypoxanthine,PH-CD41_vs_Control-CD41,up,1.782684802094611,66571.71333333333,229050.54666666666,,,31.7412604878413
sFig6A Raw data.xlsx,dodecanoylcarnitine,PH-mk_vs_Control-mk,down,-1.5685626426633397,1187894.1433333333,400491.53,,,31.653556582231072
sFig6A Raw data.xlsx,nicotinamide,PH-CD41_vs_Control-CD41,up,1.5082225715993471,494022.90666666673,1405294.4166666667,,,30.801588007183994
sFig6A Raw data.xlsx,C20:4,PH-CD41_vs_Control-CD41,up,1.2237786914945306,13515057.0,31565449.333333332,,,30.4865826266739
sFig6A Raw data.xlsx,citrate/isocitrate,PH-CD41_vs_Control-CD41,up,1.6556359022833553,103747.89333333333,326870.22000000003,,,30.328539176204316
sFig6A Raw data.xlsx,SM(d18:1/14:0),PH-mk_vs_Control-mk,down,-1.3568381606401891,4209184.583333333,1643421.58,,,29.857372555035983
sFig6A Raw data.xlsx,ATP,PH-CD41_vs_Control-CD41,down,-1.4330970519882185,1746033.2066666668,646617.27,,,29.716199448547602
sFig6A Raw data.xlsx,C16:1,PH-CD41_vs_Control-CD41,up,1.1899472424909796,7297572.5,16649003.0,,,28.545564122906736
sFig6A Raw data.xlsx,Abscisic Acid,PH-CD41_vs_Control-CD41,down,-1.576345014422586,247254.46333333335,82911.92666666667,,,28.241234323701494
sFig6A Raw data.xlsx,1-Oxo-14_17_20_23-tetraoxa-2-thiapentacosan-25-oic acid isomer,PH-mk_vs_Control-mk,up,1.3401233607505796,821513.6433333334,2079850.4566666668,,,28.126574847048186
sFig6A Raw data.xlsx,L-Carnitine,PH-CD41_vs_Control-CD41,down,-1.056210833246525,80066693.33333333,38503548.0,,,27.73049741018962
sFig6A Raw data.xlsx,15-deoxy-delta-12-14-PGJ2,PH-CD41_vs_Control-CD41,down,-1.2573271438284102,3061825.4166666665,1280817.46,,,27.09032168581747
sFig6A Raw data.xlsx,3-hydroxytetradecanoylcarnitine,PH-mk_vs_Control-mk,down,-1.4062905082188166,523660.0433333333,197566.72999999998,,,26.717092056927026
sFig6A Raw data.xlsx,Messagenin isomer,PH-mk_vs_Control-mk,down,-1.473865987703098,285243.50666666665,102692.30333333334,,,26.709162987621802
sFig6A Raw data.xlsx,Octanoylcarnitine,PH-mk_vs_Control-mk,down,-1.5356853683108063,164383.59333333335,56698.44,,,26.60838357505376
sFig6A Raw data.xlsx,Jasmonic Acid isomer,PH-CD41_vs_Control-CD41,down,-1.354868556087542,733798.5,286893.5233333334,,,26.399649578466388
sFig6A Raw data.xlsx,C24:0(Lignoceric acid),PH-CD41_vs_Control-CD41,up,1.2728989509370552,691775.25,1671651.6666666667,,,26.314441042066385
sFig6A Raw data.xlsx,riboflavin,PH-mk_vs_Control-mk,up,1.498613940918522,56108.793333333335,158547.23666666666,,,25.887899896054666
sFig6A Raw data.xlsx,ceramide(d18:1/16:1),PH-mk_vs_Control-mk,down,-1.3656238804955065,493854.51,191648.43333333335,,,25.829040648247766
sFig6A Raw data.xlsx,2-Hydroxylauroylcarnitine,PH-mk_vs_Control-mk,down,-1.4652073732643616,202379.21333333335,73298.40666666668,,,25.826783582052933
sFig6A Raw data.xlsx,Arg Ala,PH-mk_vs_Control-mk,down,-1.5927193570234177,68349.86666666665,22661.12,,,25.580143197766233
sFig6A Raw data.xlsx,DAG(40:8),PH-CD41_vs_Control-CD41,up,1.5274171140515889,36757.03,105959.22666666668,,,25.49742332647616
sFig6A Raw data.xlsx,UTP,PH-CD41_vs_Control-CD41,down,-1.4510799801477907,183558.02333333335,67135.89333333333,,,25.373416947840177
sFig6A Raw data.xlsx,pyruvate,PH-mk_vs_Control-mk,up,1.2184571231337857,688563.6266666666,1602271.9133333333,,,25.114458636836147
sFig6A Raw data.xlsx,Glyceraldehyde-3-phosphate,PH-CD41_vs_Control-CD41,up,1.5903290677345316,18673.713333333333,56229.916666666664,,,25.09392313761781
sFig6A Raw data.xlsx,pyridoxine,PH-CD41_vs_Control-CD41,up,1.2711348181504298,355548.0533333333,858119.98,,,25.05511154263853
sFig6A Raw data.xlsx,xanthine,PH-CD41_vs_Control-CD41,up,1.5876909311999738,17937.493333333336,53914.34666666667,,,24.955974414191726
sFig6A Raw data.xlsx,phosphoenolpyruvate,PH-mk_vs_Control-mk,up,1.5308091821631693,25980.336666666666,75069.62666666666,,,24.792925668514933
sFig6A Raw data.xlsx,C18:3,PH-mk_vs_Control-mk,down,-1.0596872017263557,10606954.666666666,5088538.666666667,,,24.731517501426545
sFig6A Raw data.xlsx,3'-Phosphoadenylyl sulfate,PH-CD41_vs_Control-CD41,down,-1.432818646950973,143175.76,53033.23333333334,,,24.54051227200585
sFig6A Raw data.xlsx,Glycerylphosphorylethanolamine,PH-CD41_vs_Control-CD41,down,-1.2540778908532135,737926.8133333334,309384.26999999996,,,24.44589102665375
sFig6A Raw data.xlsx,Pantothenic Acid,PH-mk_vs_Control-mk,up,1.2780255679343322,226889.48666666666,550222.5733333334,,,24.371511039018166
sFig6A Raw data.xlsx,tryptophan,PH-CD41_vs_Control-CD41,up,1.399611780595197,64411.15666666667,169936.32666666666,,,24.31775537516583
sFig6A Raw data.xlsx,15-keto-Prostaglandin E2 isomer,PH-CD41_vs_Control-CD41,down,-1.2458129522105637,734568.9766666667,309745.86333333334,,,24.27658443144569
sFig6A Raw data.xlsx,SM(d18:1/20:0),PH-CD41_vs_Control-CD41,down,-1.0888420369302094,4760236.833333333,2237970.96,,,24.153349791401848
sFig6A Raw data.xlsx,deoxyribose-phosphate,PH-CD41_vs_Control-CD41,up,1.0660090184818947,3151764.8333333335,6598640.916666667,,,24.14908869009498
sFig6A Raw data.xlsx,3-phosphoglycerate,PH-mk_vs_Control-mk,up,1.1301058017632044,1189622.19,2603783.0833333335,,,24.085016445034523
sFig6A Raw data.xlsx,L-arginino-succinate,PH-CD41_vs_Control-CD41,up,1.6344868518504616,8636.806666666667,26815.306666666667,,,24.044646662590665
sFig6A Raw data.xlsx,ceramide(d18:1/16:1),PH-CD41_vs_Control-CD41,up,1.3146099401852083,123160.83333333333,306344.1866666667,,,23.958501473848877
sFig6A Raw data.xlsx,Stoloniferone C isomer,PH-mk_vs_Control-mk,up,1.3481474796527877,81877.45333333332,208447.72333333336,,,23.82086676547914
sFig6A Raw data.xlsx,serine,PH-mk_vs_Control-mk,up,1.2587919543230812,201331.01333333334,481775.6166666667,,,23.76348061582415
sFig6A Raw data.xlsx,cystine,PH-CD41_vs_Control-CD41,up,1.2258952961992977,254494.63,595264.3566666666,,,23.516562048373764
sFig6A Raw data.xlsx,4-Gingerol isomer,PH-CD41_vs_Control-CD41,down,-1.1863663921051792,917471.0633333334,403144.2833333334,,,23.498720618490285
sFig6A Raw data.xlsx,phenol,PH-CD41_vs_Control-CD41,up,1.1662913088708242,509287.60333333333,1143014.5866666667,,,23.470928731730083
sFig6A Raw data.xlsx,glycine,PH-mk_vs_Control-mk,up,1.1898846410337687,335272.3566666667,764871.9166666666,,,23.256129366433296
sFig6A Raw data.xlsx,Carnosine,PH-mk_vs_Control-mk,up,1.4132687085903417,33470.55333333334,89145.44666666667,,,23.23963472297611
sFig6A Raw data.xlsx,succinate,PH-mk_vs_Control-mk,up,1.0842039290900871,1281191.3733333333,2716388.6666666665,,,23.172971405489044
sFig6A Raw data.xlsx,Guanidoacetic acid,PH-CD41_vs_Control-CD41,up,1.2032570157451574,235915.1,543215.55,,,22.92345144440794
sFig6A Raw data.xlsx,C22:3,PH-CD41_vs_Control-CD41,up,1.2950281277971405,84329.77666666667,206929.90666666665,,,22.868629251608425
sFig6A Raw data.xlsx,Creatinine,PH-mk_vs_Control-mk,up,1.326281569370904,59452.25666666666,149079.82666666666,,,22.793123849876434
sFig6A Raw data.xlsx,phenylalanine,PH-CD41_vs_Control-CD41,up,1.0836162757359855,948263.3766666666,2009694.2066666668,,,22.68934846221503
sFig6A Raw data.xlsx,deoxyguanosine,PH-CD41_vs_Control-CD41,up,1.539790948034428,8441.333333333334,24543.376666666667,,,22.45493293123621
sFig6A Raw data.xlsx,L-arginino-succinate,PH-mk_vs_Control-mk,up,1.3808883690892253,28038.08,73019.20333333332,,,22.309643628811493
sFig6A Raw data.xlsx,Galactosylhydroxylysine,PH-mk_vs_Control-mk,up,1.2895041471591333,64514.19,157701.08333333334,,,22.26566461686712
sFig6A Raw data.xlsx,C18:2,PH-mk_vs_Control-mk,down,-0.826328459123938,121249936.0,68380436.0,,,22.18973588022518
sFig6A Raw data.xlsx,prostaglandin E2,PH-CD41_vs_Control-CD41,down,-1.17016112315457,444296.89333333337,197432.96999999997,,,21.953589155485215
sFig6A Raw data.xlsx,SM(d18:1/24:0),PH-CD41_vs_Control-CD41,down,-1.0637112215072138,1619929.2933333332,774973.8966666666,,,21.941703544638735
sFig6A Raw data.xlsx,Indole-5_6-quinone,PH-mk_vs_Control-mk,up,1.2277968202007188,86235.83666666667,201972.13333333333,,,21.638450353207908
sFig6A Raw data.xlsx,Octanoylcarnitine,PH-CD41_vs_Control-CD41,down,-1.289620267881544,111627.99333333333,45662.4,,,21.624806934267106
sFig6A Raw data.xlsx,FAD,PH-CD41_vs_Control-CD41,up,1.3754095313109875,20611.22333333333,53474.07666666667,,,21.602978495711994
sFig6A Raw data.xlsx,Glucose,PH-CD41_vs_Control-CD41,up,0.9705281328471019,2251217.3333333335,4411390.5,,,21.422275671853924
sFig6A Raw data.xlsx,isoleucine,PH-CD41_vs_Control-CD41,up,0.9903377548718213,1618961.7466666668,3216310.4166666665,,,21.408107152489666
sFig6A Raw data.xlsx,4-Oxoisotretinoin isomer,PH-CD41_vs_Control-CD41,down,-1.0225968002857606,1940741.2933333332,955290.23,,,21.360183094860613
sFig6A Raw data.xlsx,C19:0,PH-mk_vs_Control-mk,down,-0.9891559684327896,2484295.5,1251519.5433333332,,,21.014030929732304
sFig6A Raw data.xlsx,aspartate,PH-CD41_vs_Control-CD41,down,-1.0099640529308305,1818359.7533333332,902922.21,,,21.00140159986532
sFig6A Raw data.xlsx,phosphate,PH-CD41_vs_Control-CD41,up,0.832019595657604,22110319.333333332,39360252.0,,,20.992050886757777
sFig6A Raw data.xlsx,PG (22:6/18:3),PH-CD41_vs_Control-CD41,up,1.216084838890729,64536.79,149928.90666666665,,,20.909275967110993
sFig6A Raw data.xlsx,Retinoic Acid,PH-CD41_vs_Control-CD41,down,-0.8997107722031858,9146232.166666666,4902327.166666667,,,20.805583321639016
sFig6A Raw data.xlsx,leucine,PH-CD41_vs_Control-CD41,up,0.9655452119981335,1554169.2466666668,3034983.8333333335,,,20.791334041156667
sFig6A Raw data.xlsx,N-acetyl-aspartate,PH-mk_vs_Control-mk,down,-0.9958676303062688,1758487.2466666668,881765.6866666666,,,20.660174515635862
sFig6A Raw data.xlsx,Urocanic acid,PH-CD41_vs_Control-CD41,down,-1.121026004231646,353091.7833333334,162339.85666666666,,,20.66015928420335
sFig6A Raw data.xlsx,glutamate,PH-CD41_vs_Control-CD41,down,-0.9852499585909859,2047730.5433333332,1034386.9133333334,,,20.656351763619796
sFig6A Raw data.xlsx,Phosphodimethylethanolamine,PH-CD41_vs_Control-CD41,down,-1.193282969255123,134233.51,58701.200000000004,,,20.32685474856433
sFig6A Raw data.xlsx,Docosyl 4-hydroxybenzoate isomer,PH-mk_vs_Control-mk,down,-1.0762343908155252,483685.49,229395.14666666664,,,20.323301051683973
sFig6A Raw data.xlsx,UMP,PH-mk_vs_Control-mk,down,-1.1246595432261994,268505.63,123139.43000000001,,,20.282782958469408
sFig6A Raw data.xlsx,LysoPE(22:4),PH-CD41_vs_Control-CD41,up,1.1422974459079343,95570.67333333334,210955.30000000002,,,20.203340469433115
sFig6A Raw data.xlsx,glutamine,PH-CD41_vs_Control-CD41,up,0.9160473711950983,2258727.8333333335,4262080.416666667,,,20.17422733907179
sFig6A Raw data.xlsx,C20:5,PH-CD41_vs_Control-CD41,down,-0.8761742080365252,8472457.833333334,4615882.0,,,20.164579263664557
sFig6A Raw data.xlsx,C20:3,PH-CD41_vs_Control-CD41,up,0.8967525480728005,2883391.9166666665,5368501.666666667,,,20.047879175246297
sFig6A Raw data.xlsx,C20:5,PH-mk_vs_Control-mk,up,0.8815835762489973,3209532.1666666665,5913230.833333333,,,19.83167692438944
sFig6A Raw data.xlsx,N-Glycoloyl-neuraminate,PH-CD41_vs_Control-CD41,up,1.4163307057376322,5890.026666666668,15720.823333333334,,,19.7443311839036
sFig6A Raw data.xlsx,valine,PH-CD41_vs_Control-CD41,up,0.9298508821442232,1061766.6666666667,2022749.46,,,19.47841113134668
sFig6A Raw data.xlsx,N-Acetyl-L-arginine,PH-CD41_vs_Control-CD41,down,-1.065298420225236,265772.7133333333,127005.81666666667,,,19.196505907162816
sFig6A Raw data.xlsx,gamma-Aminobutryic acid,PH-CD41_vs_Control-CD41,down,-1.1046901095416464,156583.72,72811.79666666668,,,19.063177571494247
sFig6A Raw data.xlsx,glycine,PH-CD41_vs_Control-CD41,up,0.9766649861615884,348021.60000000003,684875.54,,,18.933123869852864
sFig6A Raw data.xlsx,DL-5-Hydroxylysine,PH-CD41_vs_Control-CD41,down,-1.139497086177063,97715.13333333335,44354.636666666665,,,18.888655983130175
sFig6A Raw data.xlsx,Pyruvaldehyde,PH-CD41_vs_Control-CD41,up,0.9454158237603112,525083.3866666666,1011176.1066666666,,,18.85878072797856
sFig6A Raw data.xlsx,O-Phosphorylethanolamine,PH-CD41_vs_Control-CD41,down,-0.9006355941538312,1993604.92,1067875.8566666667,,,18.847554990522777
sFig6A Raw data.xlsx,cysteine,PH-CD41_vs_Control-CD41,up,1.1842378807787863,24993.13666666667,56795.23333333334,,,18.703270011059633
sFig6A Raw data.xlsx,Thiamine,PH-CD41_vs_Control-CD41,up,0.950050159249133,411854.27,795677.6666666666,,,18.62271828637805
sFig6A Raw data.xlsx,arginine,PH-CD41_vs_Control-CD41,up,0.9460731680746057,405384.70999999996,781022.8966666666,,,18.51938904369894
sFig6A Raw data.xlsx,methionine,PH-CD41_vs_Control-CD41,up,1.0702619855511935,76630.57,160909.99333333332,,,18.511147880368654
sFig6A Raw data.xlsx,3-Methylglutaconic Acid,PH-CD41_vs_Control-CD41,up,1.0132209386493816,155805.38999999998,314479.5233333333,,,18.504060005645215
sFig6A Raw data.xlsx,C24:1,PH-CD41_vs_Control-CD41,up,0.9114258716698642,661662.9366666666,1244524.1666666667,,,18.453789073824346
sFig6A Raw data.xlsx,PG(18:2/22:6),PH-CD41_vs_Control-CD41,up,1.0895114639091779,58775.82666666666,125076.11333333333,,,18.448107433391296
sFig6A Raw data.xlsx,4-Phenoxypyrimidine isomer,PH-mk_vs_Control-mk,up,0.8806145669657329,1048821.69,1931047.9566666668,,,18.388071656753663
sFig6A Raw data.xlsx,Saringosterol isomer,PH-mk_vs_Control-mk,down,-0.8205391206945392,5153653.833333333,2918155.0,,,18.295695740568547
sFig6A Raw data.xlsx,Pyroglutamine,PH-CD41_vs_Control-CD41,up,0.979117672136786,206487.82333333333,407041.0733333333,,,18.245680011311443
